48,Experience,Досвід,Опыт,Experimentar,2022-10-25 21:09:52,2023-03-06 13:17:24
49,Damage,Збитки,Ущерб,Dañar,2022-10-25 21:09:52,2023-03-06 13:17:24
50,Explain,Пояснити,Объяснить,Explicar,2022-10-25 21:09:52,2023-03-06 13:17:24
51,Deal,Угода,Сделка,Repartir,2022-10-25 21:09:52,2022-10-25 21:09:52
52,Express,Експрес,Экспресс,Expresar,2022-10-25 21:09:52,2022-10-25 21:09:52
53,Deliver,Доставити,Доставить,Entregar,2022-10-25 21:09:52,2022-10-25 21:09:52
54,Face,Обличчя,Лицо,Enfrentar,2022-10-25 21:09:52,2022-10-25 21:09:52
55,Deny,Заборонити,Запретить,Negar,2022-10-25 21:09:52,2022-10-25 21:09:52
56,Fall,Падати,Падать,Caer,2022-10-25 21:09:52,2022-10-25 21:09:52
57,Depend,Залежати,Зависеть,Depender,2022-10-25 21:09:52,2022-10-25 21:09:52
58,Feel,Відчути,Почувствовать,Sentir,2022-10-25 21:09:52,2022-10-25 21:09:52
59,Describe,Описати,Описать,Describir,2022-10-25 21:09:52,2022-10-25 21:09:52
60,Find,Знайти,Найти,Encontrar,2022-10-25 21:09:52,2022-10-25 21:09:52
61,Destroy,Знищити,Уничтожить,Destruir,2022-10-25 21:09:52,2022-10-25 21:09:52
62,Finish,Закінчити,Завершить,Terminar,2022-10-25 21:09:52,2022-10-25 21:09:52
63,Develop,Розробити,Разработать,Desarrollar,2022-10-25 21:09:53,2022-10-25 21:09:53
64,Fly,Літати,Летать,Volar,2022-10-25 21:09:53,2022-10-25 21:09:53
65,Disappear,Зникнути,Исчезнуть,Desaparecer,2022-10-25 21:09:53,2022-10-25 21:09:53
66,Follow,Слідувати,Следовать,Seguir,2022-10-25 21:09:53,2022-10-25 21:09:53
67,Discover,Виявити,Обнаружить,Descubrir,2022-10-25 21:09:53,2022-10-25 21:09:53
68,Forget,Забути,Забыть,Olvidar,2022-10-25 21:09:53,2022-10-25 21:09:53
69,Do,Робити,Делать,Hacer,2022-10-25 21:09:53,2022-10-25 21:09:53
70,Forgive,Пробачити,Простить,Perdonar,2022-10-25 21:09:53,2022-10-25 21:09:53
71,Dress,Одягнути,Одеть,Vestir,2022-10-25 21:09:53,2022-10-25 21:09:53
72,Form,Форма,Форма,Formar,2022-10-25 21:09:53,2022-10-25 21:09:53
73,Drink,Пити,Пить,Beber,2022-10-25 21:09:53,2022-10-25 21:09:53
74,Get,Отримати,Получить,Obtener,2022-10-25 21:09:53,2022-10-25 21:09:53
75,Drive,Водіння,Вождение,Conducir,2022-10-25 21:09:53,2022-10-25 21:09:53
76,Give,Дайте,Дайте,Dar,2022-10-25 21:09:53,2022-10-25 21:09:53
77,Eat,Їжте,Ешьте,Comer,2022-10-25 21:09:53,2023-03-06 13:20:13
78,Go,Йдіть,Идите,Ir,2022-10-25 21:09:53,2023-03-06 13:20:13
79,Encourage,Заохочуйте,Поощряйте,Animar,2022-10-25 21:09:53,2023-03-06 13:20:13
80,Grow,Рости,Расти,Crecer,2022-10-25 21:09:53,2023-03-06 13:20:13
81,Happen,Трапляйтеся,Случайтесь,Ocurrir,2022-10-25 21:09:53,2023-03-06 13:20:13
82,Learn,Дізнавайтеся,Узнавайте,Aprender,2022-10-25 21:09:53,2023-03-06 13:20:13
83,Have,Майте,Имейте,Tener,2022-10-25 21:09:53,2023-03-06 13:20:13
84,Leave,Залишіть,Оставьте,Dejar,2022-10-25 21:09:53,2023-03-06 13:20:13
85,Hear,Чуйте,Слышайте,Escuchar,2022-10-25 21:09:53,2023-03-06 13:20:13
86,Lend,Позичайте,Одалживайте,Prestar,2022-10-25 21:09:53,2023-03-06 13:20:13
87,Help,Допомагайте,Помогайте,Ayudar,2022-10-25 21:09:53,2023-03-06 13:20:13
88,Like,Подобається,Нравится,Me Gusta,2022-10-25 21:09:53,2023-03-06 13:20:13
89,Hide,Приховуйте,Скрывайте,Ocultar,2022-10-25 21:09:53,2023-03-06 13:20:13
90,Limit,Обмежуйте,Ограничивайте,Limitar,2022-10-25 21:09:53,2023-03-06 13:20:13
91,Hold,Утримуйте,Удерживайте,Retener,2022-10-25 21:09:53,2023-03-06 13:20:13
92,Listen,Слухайте,Слушайте,Escuchar,2022-10-25 21:09:53,2023-03-06 13:20:13
93,Hope,Сподівайтеся,Надейтесь,Esperar,2022-10-25 21:09:53,2023-03-06 13:20:13
94,Live,Живіть,Живите,Vivir,2022-10-25 21:09:53,2023-03-06 13:20:13
95,Identity,Особистість,Личность,Identidad,2022-10-25 21:09:53,2023-03-06 13:20:13
96,Look,Дивіться,Смотрите,Mirar,2022-10-25 21:09:53,2023-03-06 13:20:13
97,Imagine,Уявляйте,Воображайте,Imaginar,2022-10-25 21:09:53,2023-03-06 13:20:13
98,Love,Любіть,Любите,Amar,2022-10-25 21:09:53,2023-03-06 13:20:13
99,Improve,Покращуйте,Улучшайте,Mejorar,2022-10-25 21:09:53,2022-10-25 21:09:53
100,Make,Робіть,Делайте,Hacer,2022-10-25 21:09:53,2022-10-25 21:09:53
101,Increase,Збільшити,Увеличить,Aumentar,2022-10-25 21:09:53,2022-10-25 21:09:53
102,Matter,Матерія,Материя,Importar,2022-10-25 21:09:53,2022-10-25 21:09:53
103,Influence,Вплив,Влияние,Influencia,2022-10-25 21:09:53,2022-10-25 21:09:53
104,Mean,Середнє,Среднее,Significar,2022-10-25 21:09:53,2022-10-25 21:09:53
105,Inform,Інформувати,Информировать,Informar,2022-10-25 21:09:53,2022-10-25 21:09:53
106,Measure,Виміряти,Измерить,Medir,2022-10-25 21:09:53,2022-10-25 21:09:53
107,Invite,Запросити,Пригласить,Invitar,2022-10-25 21:09:53,2022-10-25 21:09:53
108,Meet,Зустрітися,Встретиться,Conocer,2022-10-25 21:09:53,2022-10-25 21:09:53
109,Involve,Залучити,Вовлечь,Involucrar,2022-10-25 21:09:53,2022-10-25 21:09:53
110,Mention,Згадати,Упомянуть,Mencionar,2022-10-25 21:09:53,2022-10-25 21:09:53
111,Join,Приєднатися,Присоединиться,Unirse,2022-10-25 21:09:53,2022-10-25 21:09:53
112,Mind,Розум,Разум,Mente,2022-10-25 21:09:53,2022-10-25 21:09:53
113,Keep,Зберегти,Сохранить,Mantener,2022-10-25 21:09:53,2022-10-25 21:09:53
114,Move,Перемістити,Переместить,Mover,2022-10-25 21:09:53,2022-10-25 21:09:53
115,Know,Знати,Знать,Saber,2022-10-25 21:09:53,2022-10-25 21:09:53
116,Must,Повинен,Должен,Debe,2022-10-25 21:09:53,2022-10-25 21:09:53
117,Last,Останній,Последний,Último,2022-10-25 21:09:53,2022-10-25 21:09:53
118,Need,Потреба,Потребность,Necesitar,2022-10-25 21:09:53,2022-10-25 21:09:53
119,Laugh,Сміятися,Смеяться,Reír,2022-10-25 21:09:53,2022-10-25 21:09:53
120,Offer,Запропонувати,Предложить,Oferta,2022-10-25 21:09:53,2022-10-25 21:09:53
121,Open,Відкрити,Открыть,Abrir,2022-10-25 21:09:53,2022-10-25 21:09:53
122,Regard,Поважати,Уважать,Considerar,2022-10-25 21:09:53,2022-10-25 21:09:53
123,Order,Замовити,Заказать,Ordenar,2022-10-25 21:09:53,2022-10-25 21:09:53
124,Relate,Зв'язати,Связать,Relacionar,2022-10-25 21:09:53,2022-10-25 21:09:53
125,Own,Власний,Собственный,Poseer,2022-10-25 21:09:53,2022-10-25 21:09:53
126,Release,Випустити,Выпустить,Liberar,2022-10-25 21:09:53,2022-10-25 21:09:53
127,Pay,Оплатити,Оплатить,Pagar,2022-10-25 21:09:53,2022-10-25 21:09:53
128,Remember,Запам'ятати,Запомнить,Recordar,2022-10-25 21:09:53,2022-10-25 21:09:53
129,Perform,Виконати,Выполнить,Realizar,2022-10-25 21:09:53,2022-10-25 21:09:53
130,Remove,Видалити,Удалить,Quitar,2022-10-25 21:09:53,2022-10-25 21:09:53
131,Play,Відтворити,Воспроизвести,Jugar,2022-10-25 21:09:53,2022-10-25 21:09:53
132,Repeat,Повторити,Повторить,Repetir,2022-10-25 21:09:53,2022-10-25 21:09:53
133,Point,Вказати,Указать,Apuntar,2022-10-25 21:09:53,2022-10-25 21:09:53
134,Replace,Замінити,Заменить,Reemplazar,2022-10-25 21:09:53,2022-10-25 21:09:53
135,Prefer,Віддати Перевагу,Предпочитать,Preferir,2022-10-25 21:09:53,2023-03-06 13:20:14
136,Reply,Відповісти,Ответить,Responder,2022-10-25 21:09:53,2022-10-25 21:09:53
137,Prepare,Підготувати,Подготовить,Preparar,2022-10-25 21:09:53,2022-10-25 21:09:53
138,Report,Звіт,Отчет,Informe,2022-10-25 21:09:53,2022-10-25 21:09:53
139,Press,Натисніть,Нажмите,Presionar,2022-10-25 21:09:53,2022-10-25 21:09:53
140,Result,Результат,Результат,Resultado,2022-10-25 21:09:53,2022-10-25 21:09:53
141,Prevent,Запобігти,Предотвратить,Evitar,2022-10-25 21:09:53,2022-10-25 21:09:53
142,Return,Повернення,Возврат,Devolver,2022-10-25 21:09:53,2022-10-25 21:09:53
143,Produce,Зробити,Произвести,Producir,2022-10-25 21:09:53,2022-10-25 21:09:53
144,Reveal,Виявити,Выявить,Revelar,2022-10-25 21:09:53,2022-10-25 21:09:53
145,Protect,Захистити,Защитить,Proteger,2022-10-25 21:09:53,2022-10-25 21:09:53
146,Rise,Підняти,Поднять,Subir,2022-10-25 21:09:53,2022-10-25 21:09:53
147,Provide,Надати,Предоставить,Proporcionar,2022-10-25 21:09:53,2022-10-25 21:09:53
148,Run,Запустити,Запустить,Ejecutar,2022-10-25 21:09:53,2022-10-25 21:09:53
149,Push,Натиснути,Нажать,Empujar,2022-10-25 21:09:53,2022-10-25 21:09:53
150,Save,Зберегти,Сохранить,Guardar,2022-10-25 21:09:53,2022-10-25 21:09:53
151,Reach,Досягайте,Достигайте,Alcanzar,2022-10-25 21:09:53,2022-10-25 21:09:53
152,Say,Говорити,Говорите,Decir,2022-10-25 21:09:53,2023-03-06 13:17:24
153,Read,Читайте,Читайте,Leer,2022-10-25 21:09:53,2023-03-06 13:20:14
154,See,Дивіться,Смотрите,Ver,2022-10-25 21:09:53,2023-03-06 13:20:14
155,Receive,Отримуйте,Получайте,Recibir,2022-10-25 21:09:53,2023-03-06 13:20:14
156,Sell,Продавайте,Продавайте,Vender,2022-10-25 21:09:53,2023-03-06 13:20:14
157,Record,Записуйте,Записывайте Ord,Grabar Ord,2022-10-25 21:09:53,2023-03-06 13:20:14
158,Send,Надіслати,Отправить,Enviar,2022-10-25 21:09:53,2022-10-25 21:09:53
159,Reduce,Зменшити,Уменьшить,Reducir,2022-10-25 21:09:53,2022-10-25 21:09:53
160,Set,Встановити,Установить,Establecer,2022-10-25 21:09:53,2022-10-25 21:09:53
161,Share,Поділитися,Поделиться,Compartir,2022-10-25 21:09:53,2022-10-25 21:09:53
162,Tell,Розповісти,Рассказать,Decir,2022-10-25 21:09:53,2022-10-25 21:09:53
163,Shoot,Стріляти,Стрелять,Disparar,2022-10-25 21:09:53,2022-10-25 21:09:53
164,Tend,Тенденція,Тенденция,Cuidar,2022-10-25 21:09:53,2022-10-25 21:09:53
165,Show,Показати,Показать,Mostrar,2022-10-25 21:09:53,2022-10-25 21:09:53
166,Think,Думати,Думать,Pensar,2022-10-25 21:09:53,2022-10-25 21:09:53
167,Sing,Співати,Петь,Cantar,2022-10-25 21:09:53,2022-10-25 21:09:53
168,Throw,Кидати,Бросать,Lanzar,2022-10-25 21:09:53,2022-10-25 21:09:53
169,Sit,Сидіти,Сидеть,Sentarse,2022-10-25 21:09:53,2022-10-25 21:09:53
170,Touch,Торкатися,Прикасаться,Tocar,2022-10-25 21:09:53,2022-10-25 21:09:53
171,Sleep,Сон,Сон,Dormir,2022-10-25 21:09:53,2022-10-25 21:09:53
172,Train,Поїзд,Поезд,Entrenar,2022-10-25 21:09:53,2022-10-25 21:09:53
173,Smile,Посмішка,Улыбка,Sonreír,2022-10-25 21:09:53,2022-10-25 21:09:53
174,Travel,Подорожувати,Путешествовать,Viajar,2022-10-25 21:09:53,2022-10-25 21:09:53
175,Sound,Звук,Звук,Sonido,2022-10-25 21:09:53,2022-10-25 21:09:53
176,Treat,Лікувати,Лечить,Tratar,2022-10-25 21:09:53,2022-10-25 21:09:53
177,Speak,Говорити,Говорить,Hablar,2022-10-25 21:09:53,2022-10-25 21:09:53
178,Try,Спробувати,Попробовать,Probar,2022-10-25 21:09:53,2022-10-25 21:09:53
179,Stand,Встати,Встать,Pararse,2022-10-25 21:09:53,2022-10-25 21:09:53
180,Turn,Повернути,Повернуть,Girar,2022-10-25 21:09:53,2022-10-25 21:09:53
181,Start,Почати,Начать,Iniciar,2022-10-25 21:09:53,2022-10-25 21:09:53
182,Understand,Зрозумійте,Поймите,Entender,2022-10-25 21:09:53,2022-10-25 21:09:53
183,State,Заявіть,Заявите,Estado,2022-10-25 21:09:53,2023-03-06 13:20:14
184,Use,Використовуйте,Используйте,Usar,2022-10-25 21:09:53,2023-03-06 13:20:14
185,Study,Вивчіть,Изучите,Estudiar,2022-10-25 21:09:53,2023-03-06 13:20:14
186,Visit,Відвідайте,Посетите,Visitar,2022-10-25 21:09:53,2023-03-06 13:20:14
187,Succeed,Процвітайте,Преуспейте,Tener Éxito,2022-10-25 21:09:53,2023-03-06 13:20:14
188,Wait,Чекайте,Ждите,Esperar,2022-10-25 21:09:53,2023-03-06 13:20:14
189,Suggest,Пропонуйте,Предлагайте,Sugerir,2022-10-25 21:09:53,2023-03-06 13:20:14
190,Want,Хочете,Хотите,Querer,2022-10-25 21:09:53,2023-03-06 13:20:14
191,Supply,Поставляйте,Поставляйте,Suministrar,2022-10-25 21:09:53,2023-03-06 13:20:14
192,Walk,Гуляйте,Гуляйте,Caminar,2022-10-25 21:09:53,2023-03-06 13:20:14
193,Suppose,Припустіть,Предположите,Suponer,2022-10-25 21:09:53,2023-03-06 13:20:14
194,Watch,Дивіться,Смотрите,Observar,2022-10-25 21:09:53,2023-03-06 13:20:14
195,Survive,Виживайте,Выживайте,Sobrevivir,2022-10-25 21:09:53,2023-03-06 13:20:14
196,Win,Вигравайте,Выигрывайте,Ganar,2022-10-25 21:09:53,2023-03-06 13:20:14
197,Take,Беріть,Берите,Tomar,2022-10-25 21:09:53,2023-03-06 13:20:14
198,Wonder,У Дивуйтесь,Удивляйтесь,Maravillarse,2022-10-25 21:09:53,2023-03-06 13:20:14
199,Talk,Розмовляйте,Разговаривайте,Hablar,2022-10-25 21:09:53,2023-03-06 13:20:14
200,Write,Пишіть,Пишите,Escribir,2022-10-25 21:09:53,2023-03-06 13:20:14
201,Guess,Вгадуйте,Угадывайте,Adivinar,2022-10-25 21:09:53,2023-03-06 13:20:14
202,Harass,Переслідуйте,Преследуйте,Acosar,2022-10-25 21:09:53,2023-03-06 13:20:14
203,Add,Додавайте,Добавляйте,Agregar,2022-10-25 21:09:53,2023-03-06 13:20:14
204,Hate,Ненавидьте,Ненавидьте,Odiar,2022-10-25 21:09:53,2023-03-06 13:20:14
205,Admire,Захоплюйтесь,Восхищайтесь,Admirar,2022-10-25 21:09:53,2023-03-06 13:20:14
206,Adopt,Приймайте,Принимайте,Adoptar,2022-10-25 21:09:53,2023-03-06 13:20:14
207,Hit,Бити,Бить,Golpear,2022-10-25 21:09:53,2022-10-25 21:09:53
208,Advise,Радити,Советовать,Aconsejar,2022-10-25 21:09:53,2023-03-06 13:20:14
209,Identify,Ідентифікувати,Идентифицировать,Identificar,2022-10-25 21:09:53,2023-03-06 13:20:14
210,Interrupt,Переривати,Прерывать,Interrumpir,2022-10-25 21:09:53,2023-03-06 13:20:14
211,Announce,Оголошувати,Объявлять,Anunciar,2022-10-25 21:09:53,2023-03-06 13:20:14
212,Introduce,Уявляти,Представлять,Presentar,2022-10-25 21:09:53,2023-03-06 13:20:14
213,Appreciate,Цінувати,Ценить,Apreciar,2022-10-25 21:09:53,2023-03-06 13:20:14
214,Irritate,Дратувати,Раздражать,Irritar,2022-10-25 21:09:53,2023-03-06 13:20:14
215,Approve,Схвалювати,Одобрять,Aprobar,2022-10-25 21:09:53,2023-03-06 13:20:14
216,Jump,Стрибати,Прыгать,Saltar,2022-10-25 21:09:53,2023-03-06 13:20:14
217,Kick,Штовхати,Пинать,Patear,2022-10-25 21:09:53,2023-03-06 13:20:14
218,Kiss,Цілувати,Целовать,Besar,2022-10-25 21:09:53,2023-03-06 13:20:14
219,Assist,Допомагати,Помогать,Ayudar,2022-10-25 21:09:53,2023-03-06 13:20:14
220,Attack,Атакувати,Атаковать,Atacar,2022-10-25 21:09:53,2023-03-06 13:20:14
221,Bake,Спекти,Испечь,Hornear,2022-10-25 21:09:53,2023-03-06 13:20:14
222,Bathe,Купатися,Купаться,Bañarse,2022-10-25 21:09:53,2023-03-06 13:20:14
223,Be,Бути,Быть,Ser,2022-10-25 21:09:53,2023-03-06 13:20:14
224,Lie,Брехати,Лгать,Mentir,2022-10-25 21:09:53,2023-03-06 13:20:14
225,Beat,Бити,Бить,Golpear,2022-10-25 21:09:53,2023-03-06 13:20:14
226,Beg,Благати,Умолять,Mendigar,2022-10-25 21:09:53,2023-03-06 13:20:14
227,Lose,Втрачати,Терять,Perder,2022-10-25 21:09:53,2023-03-06 13:20:14
228,Behave,Поводитися,Вести Себя,Comportarse,2022-10-25 21:09:53,2023-03-06 13:20:14
229,Bet,Робити Ставки,Делать Ставки,Apostar,2022-10-25 21:09:53,2023-03-06 13:20:14
230,Boast,Хвалитися,Хвастаться,Presumir,2022-10-25 21:09:53,2023-03-06 13:20:14
231,Marry,Одружуватися,Жениться,Casarse,2022-10-25 21:09:53,2023-03-06 13:20:14
232,Boil,Варити,Варить,Hervir,2022-10-25 21:09:53,2022-10-25 21:09:53
233,Borrow,Позичати,Брать Взаймы,Pedir Prestado,2022-10-25 21:09:53,2023-03-06 13:20:14
234,Breathe,Дихати,Дышать,Respirar,2022-10-25 21:09:53,2023-03-06 13:20:14
235,Bring,Приносити,Приносить,Traer,2022-10-25 21:09:53,2023-03-06 13:20:14
236,Murder,Вбивати,Убивать,Asesinar,2022-10-25 21:09:53,2023-03-06 13:20:14
237,Obey,Підкорятися,Подчиняться,Obedecer,2022-10-25 21:09:53,2023-03-06 13:20:14
238,Burn,Спалювати,Сжигать,Quemar,2022-10-25 21:09:53,2023-03-06 13:20:14
239,Offend,Ображати,Оскорблять,Ofender,2022-10-25 21:09:53,2023-03-06 13:20:14
240,Bury,Закопувати,Закапывать,Enterrar,2022-10-25 21:09:53,2023-03-06 13:20:14
241,Paint,Малювати,Рисовать,Pintar,2022-10-25 21:09:53,2023-03-06 13:20:14
242,Challenge,Кидати Виклик,Бросать Вызов,Desafiar,2022-10-25 21:09:53,2023-03-06 13:20:14
243,Pick,Вибирати,Выбирать,Elegir,2022-10-25 21:09:53,2023-03-06 13:20:14
244,Cheat,Обманювати,Обманывать,Engañar,2022-10-25 21:09:53,2023-03-06 13:20:14
245,Pray,Молитися,Молиться,Orar,2022-10-25 21:09:53,2023-03-06 13:20:14
246,Chew,Жувати,Жевать,Masticar,2022-10-25 21:09:53,2023-03-06 13:20:14
247,Print,Друкувати,Печатать,Imprimir,2022-10-25 21:09:53,2023-03-06 13:20:14
248,Pull,Тягнути,Тянуть,Tirar,2022-10-25 21:09:53,2023-03-06 13:20:14
249,Clap,Плескати,Хлопать,Aplaudir,2022-10-25 21:09:53,2023-03-06 13:20:14
250,Punch,Бити,Бить,Golpear,2022-10-25 21:09:53,2023-03-06 13:20:14
251,Punish,Карати,Наказывать,Castigar,2022-10-25 21:09:53,2023-03-06 13:20:14
252,Purchase,Купувати,Покупать,Comprar,2022-10-25 21:09:53,2023-03-06 13:20:14
253,Compare,Порівнювати,Сравнивать,Comparar,2022-10-25 21:09:53,2023-03-06 13:20:14
254,Quit,Кинути,Бросить,Salir,2022-10-25 21:09:53,2023-03-06 13:20:14
255,Confess,Сповідатися,Исповедоваться,Confesar,2022-10-25 21:09:53,2023-03-06 13:20:14
256,Race,Гонка,Гонка,Carrera,2022-10-25 21:09:53,2023-03-06 13:20:14
257,Confuse,Заплутати,Запутать,Confundir,2022-10-25 21:09:53,2022-10-25 21:09:53
258,Construct,Побудувати,Построить,Construir,2022-10-25 21:09:53,2023-03-06 13:20:14
259,Relax,Розслабитися,Расслабиться,Relajarse,2022-10-25 21:09:53,2023-03-06 13:20:14
260,Copy,Скопіювати,Скопировать,Copiar,2022-10-25 21:09:53,2023-03-06 13:20:14
261,Count,Підрахувати,Подсчитать,Contar,2022-10-25 21:09:53,2023-03-06 13:20:14
262,Retire,Піти У Відставку,Уйти В Отставку,Retirar,2022-10-25 21:09:53,2023-03-06 13:20:14
263,Rub,Розтерти,Растереть,Frotar,2022-10-25 21:09:53,2023-03-06 13:20:14
264,Cry,Плакати,Плакать,Llorar,2022-10-25 21:09:53,2023-03-06 13:20:14
265,Select,Вибрати,Выбрать,Seleccionar,2022-10-25 21:09:53,2023-03-06 13:20:14
266,Dance,Танцювати,Танцевать,Bailar,2022-10-25 21:09:53,2023-03-06 13:20:14
267,Disagree,Не Погоджуватися,Не Соглашаться,No Estar De Acuerdo,2022-10-25 21:09:53,2023-03-06 13:20:14
268,Snore,Хропіти,Храпеть,Roncar,2022-10-25 21:09:53,2023-03-06 13:20:14
269,Drag,Перетягувати,Перетаскивать,Arrastrar,2022-10-25 21:09:53,2023-03-06 13:20:14
270,Stare,Дивитися,Смотреть,Mirar Fijamente,2022-10-25 21:09:53,2023-03-06 13:20:14
271,Drop,Кидати,Бросать,Soltar,2022-10-25 21:09:53,2023-03-06 13:20:14
272,Earn,Заробляти,Зарабатывать,Ganar,2022-10-25 21:09:53,2023-03-06 13:20:14
273,Stink,Смердити,Вонять,Apestar,2022-10-25 21:09:53,2023-03-06 13:20:14
274,Employ,Використовувати,Использовать,Emplear,2022-10-25 21:09:53,2023-03-06 13:20:14
275,Sweep,Підмітати,Подметать,Barrer,2022-10-25 21:09:53,2023-03-06 13:20:14
276,Swim,Плавати,Плавать,Nadar,2022-10-25 21:09:53,2023-03-06 13:20:14
277,Establish,Встановлювати,Устанавливать,Establecer,2022-10-25 21:09:53,2023-03-06 13:20:14
278,Estimate,Оцінювати,Оценивать,Estimar,2022-10-25 21:09:53,2023-03-06 13:20:14
279,Teach,Вчити,Учить,Enseñar,2022-10-25 21:09:53,2023-03-06 13:20:14
280,Exercise,Вправлятися,Упражняться,Ejercitar,2022-10-25 21:09:53,2023-03-06 13:20:14
281,Tear,Розривати,Разрывать,Rasgar,2022-10-25 21:09:53,2023-03-06 13:20:14
282,Expand,Розширити,Расширить,Expandir,2022-10-25 21:09:53,2022-10-25 21:09:53
283,Thank,Дякувати,Благодарить,Agradecer,2022-10-25 21:09:53,2022-10-25 21:09:53
284,Fear,Страх,Страх,Miedo,2022-10-25 21:09:53,2022-10-25 21:09:53
285,Type,Тип,Тип,Escribir,2022-10-25 21:09:54,2022-10-25 21:09:54
286,Fight,Боротися,Бороться,Luchar,2022-10-25 21:09:54,2022-10-25 21:09:54
287,Fry,Смажити,Жарить,Freír,2022-10-25 21:09:54,2022-10-25 21:09:54
288,Gather,Збирати,Собирать,Reunir,2022-10-25 21:09:54,2022-10-25 21:09:54
289,Warn,Попереджати,Предупреждать,Advertir,2022-10-25 21:09:54,2022-10-25 21:09:54
